title,Body,creationdate,acceptedanswerid,Score,tags,answercount,commentcount
"Retreving URL String to generate JSON Object in JavaScript?","<p>I want to access the Yelp API 1.0, I have got for example this URL</p>

<blockquote>
  <p><a href=""http://api.yelp.com/business_review_search?term=burger&amp;location=Los%20Angeles%2A%20CA&amp;ywsid=SECRETKEY"" rel=""nofollow"">http://api.yelp.com/business_review_search?term=burger&amp;location=Los%20Angeles%2A%20CA&amp;ywsid=SECRETKEY</a></p>
</blockquote>

<p>which will give me some Burger Locations in LA in a JSON String.</p>

<p>How can I access this URL in order turn the response into a JS Object?</p>

<p>I know how to create JS Objects, the problem is getting the response from the server.</p>

<p>Here's my code right now: Maybe we can try to start from there:</p>

<pre><code>var url = ""http://api.yelp.com/business_review_search?term=burger&amp;location=Los%20Angeles%2A%20CA&amp;ywsid=secretKey"" ;


            $.getJSON(url, function(json) {
                alert(""JSON Data: "" + json.message.text);
            });
</code></pre>
","2011-11-21 19:39:54","","0","<javascript><jquery><get><yelp>","3","1"
"How we can make the own application of Facebook and yelp in android","<p>Can any body tell me How we can make the own application of Facebook and Yelp using the API of these application on Android?</p>

<p>Please give me some link and tips for develop it.</p>

<p>Thanx in Advance...</p>
","2011-11-22 12:49:07","8227368","1","<android><facebook><api><yelp>","2","0"
"Can't get Yelp API to display Business ID in Rails","<p>I'm trying to use the Yelp API to display a business' id</p>

<p>I installed the Yelp Gem as well as added my code to the initializer under Yelp.rb</p>

<pre><code>client = Yelp::Client.new({ consumer_key: 'n8jpEPZJkbXwqAw',
                            consumer_secret: 'ABuZv6OW0iVTqPD5irr4',
                            token: 'AjYSuqleh0Ihb',
                            token_secret: 'wWaBdFu_dFXqbFc'
                          })
</code></pre>

<p>After that I went to a controller and added this</p>

<pre><code> def reviews
    Yelp.client.search(‘San Francisco’)

  end
</code></pre>

<p>I then tried to call the @reviews in the views and nothing is displaying</p>

<pre><code>&lt;%= @reviews.id %&gt;
</code></pre>

<p>Any advice would be great thanks!</p>
","2015-09-06 23:11:33","32430467","0","<ruby-on-rails><ruby><yelp>","1","0"
"Response with bad encoding","<p>I have request to yelp, where i get a venue by id. All working successfull, but i find one issue with id, which return yelp.</p>

<pre><code>""yelp_id"" = ""caf\U00e9-de-paris-london-6"";
</code></pre>

<p>Bad encoding, and venue doesn't show. Should be this - <code>""yelp_id"" = ""cafe-de-paris-london-6"";</code></p>

<p>How to fix this issue? Help please.</p>

<p>P.S. data in json 
for example: <code>{
            address = ""3-4 Coventry Street"";
            id = 2;
            ""is_subscribed"" = 0;
            latitude = ""51.51052449"";
            longitude = ""-0.131816821801"";
            owner =             {
                ""fb_id"" = 513707602107780;
            };
            ""start_at"" = ""2014-07-31T15:40:40.333Z"";
            title = new;
            ""yelp_id"" = ""caf\U00e9-de-paris-london-6"";
        }
    );
</code></p>
","2014-08-01 08:15:03","25076529","0","<ios><objective-c><encoding><yelp>","1","0"
"How to Authenticate the Yelp API with Java","<h2>Overview</h2>

<ul>
<li><strong>Client ID:</strong> cRL42oGaCxq0BQ_mFTXbyg</li>
<li><strong>Issue type:</strong> Authenticating API</li>
<li><strong>Summary:</strong> Trying to utilize the API in Java in Android Studio</li>
<li><strong>Platform:</strong> Android</li>
</ul>

<h2>Description</h2>

<p>I apologize. I am new at this and I have seen posts similar to this, but I haven't yet been able to get this to work. I can't seem to be able to authenticate my API. Could anybody help me? I have tried a lot of what has been suggested online as well as what the website asked to do. Maybe I am missing something 
<a href=""https://www.yelp.com/developers/documentation/v3/authentication"" rel=""nofollow noreferrer"">https://www.yelp.com/developers/documentation/v3/authentication</a> </p>

<p>Here were my steps on using Postman to try to authorize the API:</p>

<p>1) On the URL bar dropdown, I changed from ""GET"" to ""POST
2) In the URL bar, I wrote ""<a href=""https://api.yelp.com/oauth2/token"" rel=""nofollow noreferrer"">https://api.yelp.com/oauth2/token</a>""
3) Under the ""Authorization"" tab, as Type, I set it as ""No Auth""
4) Under the ""Body"" tab, I chose the radio button: ""x-www-form-urlencoded""
5) Then I set the following keys:</p>

<pre><code>Key                             Value 
=============================================================
client_id                     cRL42oGaCxq0BQ_mFTXbyg
client_secret              5TN2CQ55SP6V7OijXtwnFYkt0...
grant_type                 client_credentials
</code></pre>

<p>6) Then ​I pressed ""SEND"" which returned</p>

<pre><code>{
    ""access_token"": ""YAL0kM_2qURGYX25nFn1B6re_zc6yQ..."",
    ""expires_in"": 635592747,
    ""token_type"": ""Bearer""
}
</code></pre>

<p>7) With that, I went back to the ""Headers"" tab, and wrote in</p>

<pre><code>Key                             Value
===========================================================
Authorization              Bearer YAL0kM_2qURGYX25nFn1B6re_zc6yQTVQ​...​
Content-Type               application/x-www-form-urlencoded​​​     &lt;---- This section was already here
</code></pre>

<p>​8. Then I pressed ""SEND"" again​</p>

<p>I am not sure if I am supposed to be doing some other form of OAuth inside my code or not, nor how would I do that</p>

<h3>Endpoint</h3>

<p><a href=""https://api.yelp.com/oauth2/token"" rel=""nofollow noreferrer"">https://api.yelp.com/oauth2/token</a></p>

<h3>Parameters or Sample Request</h3>

<pre><code>package com.nicolasshu.yelptest;

import com.yelp.clientlib.connection.YelpAPI;
import com.yelp.clientlib.connection.YelpAPIFactory;
import com.yelp.clientlib.entities.Business;
import com.yelp.clientlib.entities.SearchResponse;

import java.io.IOException;
import java.util.HashMap;
import java.util.Map;

import retrofit2.Call;
import retrofit2.Response;

/**
 * Created by nickshu on 11/28/17.
 */

public class TestYelp {


    public static void main(String[] args) throws IOException {
        String client_id = ""cRL42oGaCxq0BQ_mFTXbyg"";
        String client_secret = ""5TN2CQ55SP6V7OijXtwnFYkt0bF88BbVx67txzxr..."";
        String endpoint = ""https://api.yelp.com/oauth2/token"";
        String access_token = ""YAL0kM_2qURGYX25nFn1B6re_zc6yQTVQUnV..."";
        String token_type = ""Bearer"";
        // Expiration: January 18, 2038

        YelpAPIFactory apiFactory = new YelpAPIFactory(client_id,client_secret,token_type,access_token);
            System.out.println(apiFactory);
        YelpAPI yelpAPI = apiFactory.createAPI();

        Map&lt;String,String&gt; params = new HashMap&lt;&gt;();

        // Inputting general parameters
        params.put(""term"",""food"");
        params.put(""limit"",""3"");
        // locale params
        params.put(""lang"", ""fr"");


        Call&lt;Business&gt; call = yelpAPI.getBusiness(""yelp-san-francisco"");
        Response&lt;Business&gt; response = call.execute();
        // ##########################################
        // Here is where the Exception occurs
    }
}
</code></pre>

<h2>More information - Error Message</h2>

<pre><code>Exception in thread ""main"" com.yelp.clientlib.exception.exceptions.InvalidOAuthCredentials: Forbidden
    at com.yelp.clientlib.exception.ErrorHandlingInterceptor.parseError(ErrorHandlingInterceptor.java:79)
    at com.yelp.clientlib.exception.ErrorHandlingInterceptor.intercept(ErrorHandlingInterceptor.java:45)
    at okhttp3.RealCall$ApplicationInterceptorChain.proceed(RealCall.java:187)
    at se.akerfeldt.okhttp.signpost.SigningInterceptor.intercept(SigningInterceptor.java:46)
    at okhttp3.RealCall$ApplicationInterceptorChain.proceed(RealCall.java:187)
    at okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:160)
    at okhttp3.RealCall.execute(RealCall.java:57)
    at retrofit2.OkHttpCall.execute(OkHttpCall.java:174)
    at com.nicolasshu.yelptest.TestYelp.main(TestYelp.java:44)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
    at java.lang.reflect.Method.invoke(Method.java:498)
    at com.intellij.rt.execution.application.AppMainV2.main(AppMainV2.java:131)
</code></pre>
","2017-11-28 23:39:15","","0","<java><android><api><oauth-2.0><yelp>","0","0"
"Object Reference Not Set To An Instance Of An Object: Yelp Return Values","<p>I'm making a call to Yelp, to get reviews for some addresses in an apartment finder I've written, but it looks like some of the Yelp data isn't complete, so the following code results in Ye Olde ORNSTAIOAN error:</p>

<pre><code>    public IEnumerable&lt;Review&gt; GetReviews(Bounds searchBounds) {
        var yelp = new Y.Yelp(ConfigOptions);
        var searchOptions = GetSearchOptions(searchBounds);
        var searchTask = yelp.Search(searchOptions);
        var tasks = new Task&lt;Y.Data.SearchResults&gt;[GetTaskArraySize(searchTask)];

        tasks[0] = searchTask;

        for (var i = 1; i &lt; tasks.Length; i++) {
            searchOptions.GeneralOptions.offset = i * YelpResultsLimit;
            tasks[i] = yelp.Search(searchOptions);
        }

        Task.WaitAll(tasks);

        return tasks.SelectMany(t =&gt; t.Result.businesses != null
            ? t.Result.businesses
            : null)
                    .Select(MapYelpBusinessToReview);
    }
</code></pre>

<p>The error hits in the return line, on ""businesses"", even if I try a null catch, as I am above. The error outputs as:</p>

<pre><code>&lt;Error&gt;
    &lt;script id=""tinyhippos-injected""/&gt;
    &lt;Message&gt;
        An error has occurred.
    &lt;/Message&gt;
    &lt;ExceptionMessage&gt;
        Object reference not set to an instance of an object.
    &lt;/ExceptionMessage&gt;
    &lt;ExceptionType&gt;
        System.NullReferenceException
    &lt;/ExceptionType&gt;
    &lt;StackTrace&gt;
        at System.Linq.Enumerable.&lt;SelectManyIterator&gt;d__14`2.MoveNext() at System.Linq.Enumerable.WhereSelectEnumerableIterator`2.MoveNext() at System.Collections.Generic.List`1..ctor(IEnumerable`1 collection) at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source) at ApartmentFinder.Infrastructure.Services.SearchEngine.&lt;&gt;c__DisplayClassc.&lt;FindProperties&gt;b__1() in c:\Development\myProject\ApartmentFinder.Infrastructure\Services\SearchEngine.cs:line 25 at System.Threading.Tasks.Task`1.InnerInvoke() at System.Threading.Tasks.Task.Execute()
    &lt;/StackTrace&gt;
&lt;/Error&gt;
</code></pre>

<p>How can I trap the missing business information, and proceed with/without it?</p>

<p>Update:</p>

<p><img src=""https://i.stack.imgur.com/JU48L.png"" alt=""YelpSharp.Data.Business""></p>

<pre><code>namespace ApartmentFinder.Infrastructure.Models {
    /// &lt;summary&gt;
    /// Provides the set of properties describing a review for a property.
    /// &lt;/summary&gt;
    public class Review {
        public string Id{ get; set; }
        public string Name{ get; set; }
        public string Address{ get; set; }
        public string City{ get; set; }
        public string State{ get; set; }
        public string ZipCode{ get; set; }
        public string PhoneNumber{ get; set; }
        public string RatingImageUrl{ get; set; }
        public int NumberOfReviews{ get; set; }
        public string Snippet{ get; set; }
        public string Url{ get; set; }
        public double Latitude{ get; set; }
        public double Longitude{ get; set; }
    }
}
</code></pre>

<p>Adding in the method for Review MapYelpBusinessToReview:</p>

<pre><code>    /// &lt;summary&gt;
    /// Maps a &lt;see cref=""Y.Data.Business""/&gt; instance to a new &lt;see cref=""Review""/&gt;.
    /// &lt;/summary&gt;
    /// &lt;param name=""business""&gt;Business object to map.&lt;/param&gt;
    /// &lt;returns&gt;A new &lt;see cref=""Review""/&gt; instance.&lt;/returns&gt;
    static Review MapYelpBusinessToReview(Y.Data.Business business) {
        return new Review {
            Id = business.id,
            Name = business.name,
            Address = business.location.address[0],
            City = business.location.city,
            State = business.location.state_code,
            ZipCode = business.location.postal_code,
            PhoneNumber = business.phone,
            RatingImageUrl = business.rating_img_url,
            Snippet = business.snippet_text,
            Url = business.url,
            NumberOfReviews = business.review_count,

        };
    }
</code></pre>
","2014-03-03 17:02:05","22152839","2","<c#><asp.net-mvc><yelp>","1","0"
"Coordinate based request does not work","<p>What i want to do is determining the location of user and then based on his location doing a request to Yelp API.</p>

<pre><code>function getLocation()
  {
  if (navigator.geolocation)
    {
    var y = navigator.geolocation.getCurrentPosition(showPosition);
    return y;
    }
  else{x.innerHTML=""Geolocation is not supported by this browser."";}
  }
function showPosition(position)
  {
 var y = position.coords.latitude + 
  "","" + position.coords.longitude;
  return y;
  }


function doRequest(){

var terms = 'turkish';
var near = 'San+Francisco';
var ll = getLocation();
... }
</code></pre>

<p>I have tested the variable y, it gives true latitude and longitude and if i write self a coordinate in ll, request code does work.</p>

<p>The problem is, in this situation, my ll parameter seems ""undefined"" in the request and i cant receive any response from API . I don't understand what the problem is. Any idea? </p>
","2013-12-11 16:16:14","20524522","0","<javascript><yelp>","1","6"
"plotting Yelp JSON data along given route on GoogleMaps","<p>I can plot yelp data on any given map without a problem, but am having a difficult time plotting them along a given route so that I only see (for example) food spots on the way from LA to SF. </p>

<p>I've got this code so far that routes two cities if anyone might be able to help. I know it's a lot but I figured I'd just include everything in case someone was bored.</p>

<pre><code>&lt;script type='text/javascript'&gt;//&lt;![CDATA[ 

function dayTripper($scope, $http, $route) {

    //var directionsDisplay = new google.maps.DirectionsRenderer({ draggable: true });
    //var directionsService = new google.maps.DirectionsService();
    //var map;

    $scope.directionsDisplay = new google.maps.DirectionsRenderer({ draggable: true });
    $scope.directionsService = new google.maps.DirectionsService();
    $scope.placeDetails = new Array();
    $scope.numPointsAlongRoute = 10;
    $scope.numPlacesPerPoint = 2;
    $scope.apiDelay = 1000;
    $scope.placesSearch = ""food"";

    //$scope.map;
    //$scope.routeFrom = ""Los Angeles, CA"";
    //$scope.routeTo == ""Madison, WI"";

    $scope.init = function() {

        var myOptions = {
            zoom: 10,
            mapTypeId: google.maps.MapTypeId.ROADMAP,
            center: new google.maps.LatLng(35.270, -80.837)
        };

        $scope.map = new google.maps.Map(document.getElementById(""map_canvas""), myOptions);
        $scope.placesService = new google.maps.places.PlacesService($scope.map);
        $scope.directionsDisplay.setMap($scope.map);
        $scope.directionsDisplay.setPanel(document.getElementById(""directions""));
    }

    $scope.calcRoute = function() {

        var request = {
            origin: $scope.routeTo,
            destination: $scope.routeFrom,
            travelMode: google.maps.TravelMode[""DRIVING""]
        };

        $scope.directionsService.route(request, function(response, status) {
            if (status == google.maps.DirectionsStatus.OK) {
                $scope.directionsDisplay.setDirections(response);
                console.log(""Route Response:"");
                console.log(response);

                var allPoints = response.routes[0].overview_path;
                var selectedPoints = $scope.cherryPickPoints(allPoints, $scope.numPointsAlongRoute);

                for (var i = 0; i &lt; selectedPoints.length; i++) {
                    $scope.findPlaces(selectedPoints[i].B, selectedPoints[i].k);
                }
            }
        });


    }

    $scope.findPlaces = function(lat, lng) {
        var coord = new google.maps.LatLng(lng, lat);

        var request = {
          location: coord,
          radius: '500000',
          keyword: $scope.placesSearch
        };

        setTimeout( function() {
            $scope.placesService.radarSearch(request, function(allPlaces, status) {
                if (status == google.maps.places.PlacesServiceStatus.OK) {
                    console.log(""Radar Response:"");
                    console.log(allPlaces);
                    var selectedPlaces = $scope.cherryPickPlaces(allPlaces, $scope.numPlacesPerPoint);

                    for (var i = 0; i &lt; selectedPlaces.length; i++) {
                        $scope.getPlaceDetails(selectedPlaces[i].place_id);
                    }
                }
                else {
                    console.log(""ERROR"");
                    console.log(status);
                }
            });
        }, $scope.apiDelay );
    }



    $scope.getPlaceDetails = function(place_id) {  

        var request = {
            placeId: place_id
        };

        //service = new google.maps.places.PlacesService(map);
        // Setting delay to prevent OVER_QUERY_LIMIT error
        setTimeout( function() {
              $scope.placesService.getDetails(request, function(place, status) {
                  if (status == google.maps.places.PlacesServiceStatus.OK) {
                        //createMarker(place);

                        $scope.placeDetails.push(place);
                        $scope.$apply(); // necessary to update list
                  }
                  else {
                      console.log(""Place Details ERROR:"");
                      console.log(status);
                  }
              });
          }, $scope.apiDelay );
    }

    $scope.clearDirections = function() {
        //$scope.directionsDisplay.setDirections({ routes: [] });
        $route.reload();
    }

    $scope.cherryPickPlaces = function(places, limit) {
        var selectedPlaces = $scope.splitArray(places, limit);
        console.log(""Selected Places:"");
        console.log(selectedPlaces);

        var rtn = new Array();
        for (var i = 0; i &lt; selectedPlaces.length; i++) {
            rtn.push(selectedPlaces[i][0]);
        }
        return rtn;
    }

    $scope.cherryPickPoints = function(points, limit) {
        var selectedPoints = $scope.splitArray(points, limit);
        console.log(""Selected Points:"");
        console.log(selectedPoints);

        var rtn = new Array();
        for (var i = 0; i &lt; selectedPoints.length; i++) {
            rtn.push(selectedPoints[i][0]);
        }
        return rtn;
    }

    $scope.splitArray = function(arr, chunkSize) {
        var len = arr.length,out = [], i = 0;

        while (i &lt; len) {
            var size = Math.ceil((len - i) / chunkSize--);
            out.push(arr.slice(i, i += size));
        }

        return out;
    }

    $scope.init();
}



//]]&gt;&lt;/script&gt;

&lt;div ng-app ng-controller=""dayTripper""&gt;

    &lt;!--
    &lt;input type=""text"" id=""routeFrom"" name=""routeFrom"" ng-model=""routeFrom"" placeholder=""Los Angeles, CA"" /&gt;
    &lt;label for=""routeFrom""&gt;From&lt;/label&gt;&lt;br /&gt;

    &lt;input type=""text"" id=""routeTo"" name=""routeTo"" ng-model=""routeTo"" placeholder=""Madison, WI"" /&gt;
    &lt;label for=""routeTo""&gt;To&lt;/label&gt;&lt;br /&gt;
--&gt;

    &lt;!--INPUT---FORM--&gt;
    &lt;div class=""col-sm-4 col-sm-offset-0""&gt;
      &lt;%= form_for @trip do |f| %&gt;


        &lt;%= f.text_field :origin, placeholder: ""origin"", value: ""{{routeFrom}}"", :'ng-model' =&gt; 'routeFrom' , class: 'form-control' %&gt;&lt;br/&gt;
        &lt;%= f.text_field :destination, placeholder: ""destination"", value: ""{{routeTo}}"", :'ng-model' =&gt; 'routeTo', class: 'form-control' %&gt;&lt;br/&gt;


        &lt;%= f.submit ""Save Trip"", class: 'btn btn-primary' %&gt;

      &lt;% end %&gt;
    &lt;/div&gt;  


    &lt;div class=""textcenter""&gt;
        &lt;button id=""routeGo"" ng-click=""calcRoute()""&gt;Route&lt;/button&gt;
        &lt;button id=""routeClear"" ng-click=""clearDirections()""&gt;Clear Route&lt;/button&gt;
    &lt;/div&gt;

    &lt;div id=""map_canvas""&gt;&lt;/div&gt;
    &lt;div id=""directions""&gt;&lt;/div&gt;

    &lt;div&gt;
      &lt;h2&gt;Way Points&lt;/h2&gt;
      &lt;ul&gt;
        &lt;li ng-repeat=""detail in placeDetails""&gt;
          &lt;h4&gt;{{detail.name}}&lt;/h4&gt;
          {{detail.formatted_address}}
        &lt;/li&gt;
      &lt;/ul&gt;
    &lt;/div&gt;


&lt;/div&gt;
</code></pre>

<p>Here is a function (minus the API key) that would allow me to extract certain JSON from yelp. It's not in my scope yet but the idea is to kind of combine this function with this map to see places along the route.</p>

<pre><code>     //function to get data from YELP
      yoh.getYelp = function(term)
     {
        bounds = new google.maps.LatLngBounds ();
        $.getJSON('http://api.yelp.com/business_review_search?lat='+map.getCenter().lat()+'&amp;long='+map.getCenter().lng()+'&amp;limit=20&amp;ywsid=""API KEY""&amp;term='+term+'&amp;callback=?',
            function(data)
            {
                $.each(data.businesses, function(i,item){
                    trace(item);
                    infowindowcontent = '&lt;strong&gt;'+item.name+'&lt;/strong&gt;&lt;br&gt;';
                    infowindowcontent += '&lt;img src=""'+item.photo_url+'""&gt;&lt;br&gt;';
         infowindowcontent += '&lt;a href=""'+item.url+'"" target=""_blank""&gt;see it on yelp&lt;/a&gt;';

         yoh.createYelpMarker(i,item.latitude,item.longitude,item.name, infowindowcontent);
                });                         
            }
        );
    }
</code></pre>
","2014-08-27 20:27:42","","0","<javascript><json><api><google-maps><yelp>","0","5"
"Yelp API invalid Signature","<p>I am sending request to yelp api to search place providing latitude and longitude but it giving me following error</p>

<pre><code>    error =     {
    description = ""Invalid signature. Expected signature base string: GET&amp;http%3A%2F%2Fapi.yelp.com%2Fv2%2Fsearch&amp;ll%3D37.77493%252C-122.419415%26oauth_consumer_key%XXXXXXXXXXXX%26oauth_nonce%3D1D3331BF-4570-45E5-8DD0-5B85842E42E7%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1409214229%26oauth_token%XXXXXXXXXXXX%26oauth_version%3D1.0%26radius_filter%3D300%26term%3Dcafe"";
    id = ""INVALID_SIGNATURE"";
    text = ""Signature was invalid"";
                 };

http://api.yelp.com/v2/search?term=%@&amp;ll=37.77493,-122.419415&amp;radius_filter=300
</code></pre>

<p>This is my sample request, am i doing it wrong.</p>
","2014-08-28 08:29:00","25811592","1","<ios><yelp>","1","0"
"Scraping Yelp Reviews With wget","<p>I am trying to pull the full html of yelp reviews. I know I can use the API to pull reviews, but I'm collecting a corpus of raw html. I tried the code below, but it gets way more than the reviews. How can I restrict it to jus pages of reviews? It currently scrapes from domains like communityblog.yelp.com, seatme.yelp.com, etc.</p>

<pre><code>wget -rH -Dyelp.com http://www.yelp.com/nyc -l 5 -w 2
</code></pre>
","2015-03-01 19:05:46","","0","<web-crawler><wget><yelp>","0","4"
"Subsequent JSONP requests give status 404 despite GET status 200","<p>So I am able to make the first JSONP request to the yelp API work to return business data for me, but any subsequent requests I make lead to the callback for failure that logs a status code of 404. Yet when I pull up the network tab in Chrome Dev Tools I see that all the subsequent GET requests I made all have status 200 and I do see valid response data. How can that be when the callback for failure was called? How can I fix this? I'd like to be able to receive data more than once.</p>

<p>The following code in question is based off the answer to this other question <a href=""https://stackoverflow.com/questions/23716264/yelp-api-and-angularjs"">Yelp API and AngularJS</a>, the difference being the statements directly below the comments</p>

<pre><code>&lt;!DOCTYPE html&gt;
&lt;html&gt;
&lt;head&gt;
    &lt;script src=""https://ajax.googleapis.com/ajax/libs/angularjs/1.4.5/angular.min.js""&gt;&lt;/script&gt;
    &lt;script src=""oauth-signature.js""&gt;&lt;/script&gt;
&lt;/head&gt;
&lt;body ng-app=""plunker""&gt;
    &lt;div  ng-controller=""MainCtrl""&gt;
        &lt;p&gt;&lt;date-input name=""info.name"" message=""info.message""&gt;&lt;/date-input&gt;&lt;/p&gt;
        &lt;ul&gt;
            &lt;li data-ng-repeat=""business in businesses""&gt;
                {{business.name}}
            &lt;/li&gt;
        &lt;/ul&gt;
    &lt;/div&gt;
    &lt;script&gt;
        function randomString(length, chars) {
            var result = '';
            for (var i = length; i &gt; 0; --i) result += chars[Math.round(Math.random() * (chars.length - 1))];
            return result;
        }

        var app = angular.module('plunker', []);
        app.controller('MainCtrl', ['$scope', 'MyYelpAPI', function($scope, MyYelpAPI) {
            $scope.businesses = [];

            // first time for the callback gets executed
            MyYelpAPI.retrieveYelp('', function(data) {
                console.log('callback1');
                console.log('data');
                $scope.businesses = data.businesses;
            });

            // the second time for the callback doesn't get executed
            MyYelpAPI.retrieveYelp('', function(data) {
                console.log('callback2');
                $scope.businesses = data.businesses;
            });

        }]).factory(""MyYelpAPI"", function($http) {
            return {
                ""retrieveYelp"": function(name, callback) {
                    var method = 'GET';
                    var url = 'http://api.yelp.com/v2/search';
                    var params = {
                            callback: 'angular.callbacks._0',
                            location: 'San+Francisco',
                            oauth_consumer_key: '', 
                            oauth_token: '', 
                            oauth_signature_method: ""HMAC-SHA1"",
                            oauth_timestamp: new Date().getTime(),
                            oauth_nonce: randomString(32, '0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ'),
                            term: 'food'
                        };
                    var consumerSecret = '',
                    var tokenSecret = '',
                    var signature = oauthSignature.generate(method, url, params, consumerSecret, tokenSecret, { encodeSignature: false});
                    params['oauth_signature'] = signature;
                    $http.jsonp(url, {params: params})
                        .success(callback)
                        // second time fails
                        // data -&gt; undefined; status -&gt; 404
                        .error(function(data, status) {
                            console.log(data, status); // why is this happening?
                        });
                }
            }
        });
    &lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
","2015-09-09 10:25:36","32480362","0","<javascript><angularjs><asynchronous><jsonp><yelp>","1","3"
"Get multiple business images (image_url) from yelp api","<p>Using the Yelp Business API, is it possible to get more than one business image?</p>

<p>According to the documentation, the json returns only one image:
<a href=""http://www.yelp.com/developers/documentation/v2/business"" rel=""nofollow"">http://www.yelp.com/developers/documentation/v2/business</a></p>
","2014-08-04 13:47:11","","0","<yelp>","2","3"
"How to convert data from spinner to format API can use?","<p>I have a spinner for an Android app that's populated with restaurant types in normal English defined in my strings.xml file as such (a few examples):</p>

<pre><code>&lt;string-array name=""restaurantType""&gt;
    &lt;item&gt;American (Traditional)&lt;/item&gt;
    &lt;item&gt;Asian Fusion&lt;/item&gt;
    &lt;item&gt;Australian&lt;/item&gt;
    &lt;item&gt;Barbeque&lt;/item&gt;
    &lt;item&gt;Brazilian&lt;/item&gt;
    &lt;item&gt;Buffets&lt;/item&gt;
    &lt;item&gt;Burgers&lt;/item&gt;
    &lt;item&gt;Chinese&lt;/item&gt;
    &lt;item&gt;Fast Food&lt;/item&gt;
    &lt;item&gt;German&lt;/item&gt;
</code></pre>

<p>I take the selected item and convert it to string to send as a query to Yelp's API.  On most, all I need to do to make it work properly is convert it to lower case and it works (Example: the spinner selection says Chinese but when the query is sent it's changed to chinese).  Unfortunately it doesn't work for others like American (Traditional) that needs to be submitted as tradamerican.  I don't want my spinner option to say tradamerican so is there a way to set the string-array items to display correctly but map to the API required format?</p>
","2014-08-04 19:00:52","25126075","0","<java><android><api><yelp>","1","0"
"Yelp Fusion API - filtering by categories","<p>Currently leveraging Yelp API to pull different bars in my area.  However, it seems as though the category filter option returns any option that contains subcategory “bars”.  This is causing a lot of restaurants to be pulled in that have a secondary or tertiary category of “bar”.  Is there a way to only pull in options with a primarily category classification of “bars” to avoid this issue?</p>
","2018-05-13 21:45:51","","0","<yelp>","0","0"
